timestamp,month,day,hour,bikesMinus60,bikesMinus90,bikesMinus120,PREŠERNOV TRG-PETKOVŠKOVO NABREŽJE,POGAČARJEV TRG-TRŽNICA,KONGRESNI TRG-ŠUBIČEVA ULICA,CANKARJEVA UL.-NAMA,BREG,GRUDNOVO NABREŽJE-KARLOVŠKA C.,MIKLOŠIČEV PARK,BAVARSKI DVOR,TRG OF-KOLODVORSKA UL.,MASARYKOVA DDC,VILHARJEVA CESTA,PARK NAVJE-ŽELEZNA CESTA,TRG MDB,PARKIRIŠČE NUK 2-FF,AMBROŽEV TRG,GH ŠENTPETER-NJEGOŠEVA C.,ILIRSKA ULICA,TRŽAŠKA C.-ILIRIJA,TIVOLI,STARA CERKEV,KINO ŠIŠKA,ŠPICA,BARJANSKA C.-CENTER STAREJŠIH TRNOVO,ZALOŠKA C.-GRABLOVIČEVA C.,TRŽNICA MOSTE,ROŽNA DOLINA-ŠKRABČEVA UL.,DUNAJSKA C.-PS PETROL,PLEČNIKOV STADION,DUNAJSKA C.-PS MERCATOR,LIDL - VOJKOVA CESTA,ŠPORTNI CENTER STOŽICE,KOPRSKA ULICA,MERCATOR CENTER ŠIŠKA,CITYPARK,BTC CITY/DVORANA A,BTC CITY ATLANTIS,TRNOVO,P+R BARJE,P + R DOLGI MOST,BONIFACIJA,ANTONOV TRG,BRATOVŠEVA PLOŠČAD,BS4-STOŽICE,SAVSKO NASELJE 2-LINHARTOVA CESTA,SAVSKO NASELJE 1-ŠMARTINSKA CESTA,SITULA,ŠTEPANJSKO NASELJE 1-JAKČEVA ULICA,HOFER-KAJUHOVA,BRODARJEV TRG,PREGLOV TRG,LIDL-LITIJSKA CESTA,ŽIVALSKI VRT,CESTA NA ROŽNIK,ŠMARTINSKI PARK,POLJANSKA-POTOČNIKOVA,SREDNJA FRIZERSKA ŠOLA,POVŠETOVA-GRABLOVIČEVA,TRŽNICA KOSEZE,LIDL BEŽIGRAD,MERCATOR MARKET - CELOVŠKA C. 163,RAKOVNIK,ALEJA - CELOVŠKA CESTA,IKEA,KOPALIŠČE KOLEZIJA,VIŠKO POLJE,KOSEŠKI BAJER,DRAVLJE,ČRNUČE,STUDENEC,POLJE,ZALOG,LIDL - RUDNIK,PRUŠNIKOVA,POVŠETOVA - KAJUHOVA,SOSESKA NOVO BRDO,TEHNOLOŠKI PARK,VOJKOVA - GASILSKA BRIGADA,GERBIČEVA - ŠPORTNI PARK SVOBODA,DOLENJSKA C. - STRELIŠČE,ROŠKA - STRELIŠKA,LEK - VEROVŠKOVA,VOKA - SLOVENČEVA,SUPERNOVA LJUBLJANA - RUDNIK
2022-09-17 19:25:00,9,17,19,2022-09-17 18:25:00,2022-09-17 18:25:00,2022-09-17 17:19:00,0.0,11.0,3.0,7.0,19.0,4.0,0.0,4.0,13.0,10.0,10.0,17.0,0.0,0.0,6.0,0.0,5.0,5.0,1.0,4.0,6.0,1.0,13.0,9.0,7.0,0.0,3.0,5.0,10.0,6.0,12.0,6.0,13.0,0.0,2.0,9.0,5.0,10.0,7.0,13.0,17.0,9.0,15.0,10.0,0.0,7.0,10.0,8.0,12.0,9.0,20.0,10.0,12.0,13.0,8.0,8.0,3.0,10.0,5.0,9.0,1.0,9.0,4.0,1.0,4.0,9.0,3.0,9.0,14.0,17.0,16.0,8.0,8.0,9.0,6.0,9.0,14.0,4.0,6.0,3.0,10.0,13.0,6.0
2022-09-20 23:43:00,9,20,23,2022-09-20 22:39:00,2022-09-20 22:13:00,2022-09-20 21:43:00,0.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,14.0,11.0,0.0,2.0,3.0,0.0,6.0,1.0,4.0,7.0,2.0,12.0,22.0,3.0,20.0,6.0,19.0,15.0,0.0,11.0,6.0,12.0,11.0,6.0,7.0,2.0,0.0,4.0,12.0,19.0,6.0,15.0,20.0,10.0,5.0,10.0,9.0,9.0,14.0,14.0,19.0,20.0,11.0,8.0,5.0,8.0,18.0,3.0,18.0,16.0,5.0,6.0,20.0,6.0,1.0,8.0,7.0,1.0,7.0,8.0,8.0,11.0,12.0,3.0,5.0,16.0,0.0,3.0,4.0,10.0,9.0,8.0,0.0,6.0,9.0
2022-09-21 00:40:00,9,21,0,2022-09-20 23:43:00,2022-09-20 22:39:00,2022-09-20 22:39:00,0.0,0.0,1.0,0.0,11.0,7.0,0.0,1.0,14.0,8.0,0.0,0.0,4.0,1.0,6.0,2.0,2.0,9.0,2.0,12.0,25.0,3.0,20.0,5.0,19.0,15.0,0.0,9.0,8.0,13.0,12.0,6.0,8.0,2.0,0.0,4.0,11.0,19.0,6.0,14.0,19.0,11.0,7.0,11.0,9.0,5.0,16.0,14.0,19.0,20.0,13.0,7.0,5.0,8.0,18.0,3.0,17.0,17.0,4.0,6.0,20.0,9.0,1.0,9.0,7.0,0.0,7.0,4.0,8.0,11.0,12.0,3.0,4.0,16.0,1.0,3.0,7.0,10.0,9.0,8.0,0.0,7.0,9.0
2022-09-23 13:36:00,9,23,13,2022-09-23 12:32:00,2022-09-23 12:03:00,2022-09-23 11:36:00,13.0,18.0,13.0,16.0,13.0,4.0,4.0,7.0,22.0,3.0,1.0,0.0,19.0,3.0,10.0,7.0,1.0,12.0,1.0,3.0,6.0,5.0,7.0,16.0,7.0,3.0,2.0,15.0,1.0,12.0,20.0,1.0,3.0,6.0,1.0,15.0,17.0,7.0,9.0,4.0,4.0,11.0,10.0,5.0,1.0,3.0,6.0,14.0,8.0,9.0,8.0,8.0,11.0,2.0,2.0,4.0,4.0,5.0,10.0,2.0,8.0,5.0,6.0,15.0,1.0,8.0,0.0,15.0,17.0,5.0,13.0,8.0,3.0,3.0,4.0,8.0,0.0,6.0,0.0,1.0,10.0,6.0,6.0
2022-09-23 14:36:00,9,23,14,2022-09-23 13:36:00,2022-09-23 13:36:00,2022-09-23 12:32:00,9.0,15.0,10.0,1.0,12.0,4.0,0.0,6.0,23.0,1.0,2.0,2.0,19.0,0.0,10.0,0.0,1.0,11.0,1.0,1.0,7.0,5.0,6.0,16.0,7.0,2.0,2.0,13.0,3.0,11.0,19.0,0.0,3.0,8.0,4.0,17.0,17.0,7.0,11.0,4.0,4.0,12.0,10.0,4.0,9.0,6.0,6.0,14.0,7.0,9.0,9.0,9.0,13.0,1.0,3.0,4.0,0.0,7.0,10.0,4.0,6.0,5.0,6.0,17.0,0.0,9.0,0.0,14.0,17.0,5.0,13.0,8.0,3.0,3.0,4.0,7.0,0.0,8.0,2.0,0.0,10.0,6.0,6.0
2022-09-26 07:09:00,9,26,7,2022-09-26 06:06:00,2022-09-26 05:39:00,2022-09-26 05:10:00,0.0,3.0,4.0,0.0,13.0,6.0,1.0,2.0,2.0,0.0,2.0,10.0,0.0,5.0,2.0,11.0,6.0,15.0,2.0,10.0,11.0,4.0,14.0,11.0,19.0,5.0,7.0,3.0,7.0,12.0,19.0,0.0,4.0,3.0,4.0,3.0,15.0,12.0,13.0,5.0,13.0,7.0,12.0,3.0,15.0,14.0,17.0,11.0,14.0,12.0,12.0,7.0,15.0,4.0,10.0,3.0,0.0,9.0,12.0,19.0,8.0,0.0,5.0,9.0,15.0,15.0,8.0,10.0,14.0,9.0,10.0,14.0,6.0,16.0,10.0,1.0,4.0,20.0,12.0,8.0,0.0,2.0,7.0
2022-09-26 08:10:00,9,26,8,2022-09-26 07:09:00,2022-09-26 07:09:00,2022-09-26 06:06:00,0.0,4.0,3.0,0.0,13.0,6.0,1.0,2.0,2.0,0.0,1.0,10.0,0.0,5.0,2.0,11.0,6.0,15.0,2.0,10.0,4.0,5.0,14.0,11.0,19.0,5.0,8.0,3.0,7.0,12.0,19.0,0.0,4.0,3.0,5.0,3.0,15.0,12.0,13.0,5.0,13.0,4.0,12.0,3.0,15.0,14.0,18.0,11.0,14.0,12.0,12.0,7.0,15.0,4.0,10.0,3.0,2.0,9.0,12.0,19.0,8.0,0.0,5.0,10.0,15.0,15.0,7.0,10.0,15.0,9.0,10.0,14.0,6.0,16.0,10.0,1.0,4.0,20.0,12.0,9.0,12.0,3.0,7.0
2022-09-29 03:14:00,9,29,3,2022-09-29 02:03:00,2022-09-29 01:44:00,2022-09-29 01:14:00,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,16.0,7.0,0.0,3.0,10.0,15.0,16.0,0.0,7.0,0.0,0.0,6.0,10.0,4.0,16.0,4.0,14.0,15.0,10.0,9.0,18.0,18.0,9.0,1.0,16.0,9.0,11.0,0.0,4.0,12.0,12.0,8.0,9.0,11.0,9.0,12.0,10.0,20.0,19.0,11.0,8.0,16.0,20.0,12.0,8.0,10.0,14.0,5.0,15.0,7.0,4.0,7.0,13.0,4.0,4.0,1.0,14.0,8.0,0.0,11.0,7.0,14.0,6.0,11.0,7.0,10.0,10.0,2.0,12.0,14.0,15.0,7.0,6.0,20.0,5.0
2022-09-29 04:10:00,9,29,4,2022-09-29 03:14:00,2022-09-29 03:14:00,2022-09-29 02:03:00,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,17.0,7.0,0.0,3.0,10.0,15.0,16.0,0.0,3.0,0.0,2.0,6.0,9.0,5.0,16.0,4.0,14.0,15.0,10.0,9.0,18.0,18.0,5.0,1.0,16.0,11.0,11.0,0.0,4.0,12.0,12.0,8.0,9.0,11.0,9.0,11.0,10.0,20.0,19.0,11.0,8.0,16.0,20.0,12.0,8.0,10.0,14.0,5.0,15.0,7.0,4.0,8.0,13.0,4.0,4.0,1.0,14.0,8.0,0.0,11.0,7.0,14.0,6.0,11.0,7.0,11.0,10.0,2.0,12.0,14.0,15.0,7.0,6.0,20.0,7.0
2022-10-01 19:27:00,10,1,19,2022-10-01 18:23:00,2022-10-01 17:56:00,2022-10-01 17:26:00,18.0,14.0,9.0,12.0,3.0,5.0,13.0,20.0,23.0,3.0,5.0,2.0,0.0,1.0,2.0,8.0,9.0,6.0,20.0,4.0,14.0,5.0,5.0,0.0,14.0,4.0,0.0,0.0,0.0,4.0,19.0,4.0,10.0,8.0,7.0,15.0,8.0,7.0,11.0,0.0,12.0,9.0,16.0,0.0,5.0,2.0,12.0,7.0,17.0,5.0,18.0,13.0,1.0,8.0,2.0,8.0,8.0,2.0,7.0,3.0,8.0,11.0,13.0,9.0,15.0,6.0,0.0,8.0,12.0,8.0,5.0,11.0,8.0,18.0,4.0,7.0,2.0,1.0,17.0,13.0,13.0,11.0,7.0
2022-10-01 20:27:00,10,1,20,2022-10-01 19:27:00,2022-10-01 19:27:00,2022-10-01 18:23:00,16.0,13.0,6.0,11.0,1.0,5.0,9.0,18.0,21.0,0.0,8.0,1.0,2.0,1.0,2.0,7.0,6.0,6.0,18.0,0.0,15.0,5.0,5.0,3.0,13.0,2.0,3.0,0.0,0.0,9.0,15.0,4.0,14.0,10.0,9.0,15.0,4.0,8.0,14.0,0.0,14.0,12.0,15.0,0.0,5.0,2.0,12.0,7.0,19.0,5.0,16.0,13.0,5.0,7.0,0.0,10.0,7.0,2.0,8.0,3.0,8.0,9.0,10.0,7.0,15.0,4.0,0.0,8.0,12.0,8.0,5.0,11.0,8.0,17.0,3.0,8.0,2.0,5.0,16.0,13.0,13.0,6.0,6.0
